Store Name,Link,City,Country
Tianjin Joy City,https://www.apple.com.cn/cn/retail/tianjinjoycity/,Tianjin Joy City,cn
Kunming,https://www.apple.com.cn/cn/retail/kunming/,Kunming,cn
MixC Hangzhou,https://www.apple.com.cn/cn/retail/mixchangzhou/,MixC Hangzhou,cn
West Lake,https://www.apple.com.cn/cn/retail/westlake/,West Lake,cn
Tianyi Square,https://www.apple.com.cn/cn/retail/tianyisquare/,Tianyi Square,cn
Freie Strasse,https://www.apple.com/chfr/retail/freiestrasse/,Basel,ch
Rue de Rive,https://www.apple.com/chfr/retail/ruederive/,Geneva,ch
Glattzentrum,https://www.apple.com/chfr/retail/glattzentrum/,Glattzentrum bei Wallisellen,ch
Rennweg,https://www.apple.com/chfr/retail/rennweg/,Zurich,ch
City-Galerie,https://www.apple.com/de/retail/city-galerie/,Augsburg,de
Kurfürstendamm,https://www.apple.com/de/retail/kurfuerstendamm/,Berlin,de
Rhein Center,https://www.apple.com/de/retail/rheincenter/,Cologne,de
Schildergasse,https://www.apple.com/de/retail/schildergasse/,Cologne,de
Altmarkt-Galerie,https://www.apple.com/de/retail/altmarkt-galerie/,Dresden,de
Düsseldorf,https://www.apple.com/de/retail/duesseldorf/,Düsseldorf,de
Grosse Bockenheimer Strasse,https://www.apple.com/de/retail/grossebockenheimerstrasse/,Frankfurt,de
Alstertal,https://www.apple.com/de/retail/alstertal/,Hamburg,de
Jungfernstieg,https://www.apple.com/de/retail/jungfernstieg/,Hamburg,de
Hannover,https://www.apple.com/de/retail/hannover/,Hannover,de
OEZ,https://www.apple.com/de/retail/oez/,Munich,de
Rosenstrasse,https://www.apple.com/de/retail/rosenstrasse/,Munich,de
CentrO,https://www.apple.com/de/retail/centro/,Oberhausen,de
Sindelfingen,https://www.apple.com/de/retail/sindelfingen/,Sindelfingen,de
MTZ,https://www.apple.com/de/retail/mtz/,Sulzbach,de
Aix-en-Provence,https://www.apple.com/fr/retail/aix-en-provence/,Aix-en-Provence,fr
Sainte-Catherine,https://www.apple.com/fr/retail/sainte-catherine/,Bordeaux,fr
La Toison d’Or,https://www.apple.com/fr/retail/latoisondor/,Dijon,fr
Parly 2,https://www.apple.com/fr/retail/parly2/,Le Chesnay,fr
Carré Sénart,https://www.apple.com/fr/retail/carresenart/,Lieusaint,fr
Lille,https://www.apple.com/fr/retail/lille/,Lille,fr
Confluence,https://www.apple.com/fr/retail/confluence/,Lyon,fr
Part-Dieu,https://www.apple.com/fr/retail/part-dieu/,Lyon,fr
Val d’Europe,https://www.apple.com/fr/retail/valdeurope/,Marne-la-Vallee,fr
Marseille,https://www.apple.com/fr/retail/marseille/,Marseille,fr
Odysseum,https://www.apple.com/fr/retail/odysseum/,Montpellier,fr
CAP 3000,https://www.apple.com/fr/retail/cap3000/,Nice,fr
Champs-Élysées,https://www.apple.com/fr/retail/champs-elysees/,Paris,fr
Marché Saint-Germain,https://www.apple.com/fr/retail/marchesaintgermain/,Paris,fr
Opéra,https://www.apple.com/fr/retail/opera/,Paris,fr
Les Quatre Temps,https://www.apple.com/fr/retail/lesquatretemps/,Puteaux - la Defense,fr
Rosny 2,https://www.apple.com/fr/retail/rosny2/,Rosny-Sous-Bois,fr
Atlantis,https://www.apple.com/fr/retail/atlantis/,Saint Herblain,fr
Strasbourg,https://www.apple.com/fr/retail/strasbourg/,Strasbourg,fr
Vélizy 2,https://www.apple.com/fr/retail/velizy2/,Velizy-Villacoublay,fr
Amsterdam,https://www.apple.com/nl/retail/amsterdam/,Amsterdam,nl
Den Haag,https://www.apple.com/nl/retail/denhaag/,Den Haag,nl
Haarlem,https://www.apple.com/nl/retail/haarlem/,Haarlem,nl
Río Shopping,https://www.apple.com/es/retail/rioshopping/,Arroyo de la Encomienda,es
Xanadú,https://www.apple.com/es/retail/xanadu/,Arroyomolinos,es
La Maquinista,https://www.apple.com/es/retail/lamaquinista/,Barcelona,es
Passeig de Gràcia,https://www.apple.com/es/retail/passeigdegracia/,Barcelona,es
Nueva Condomina,https://www.apple.com/es/retail/nuevacondomina/,Churra,es
Parquesur,https://www.apple.com/es/retail/parquesur/,Leganés,es
Puerta del Sol,https://www.apple.com/es/retail/puertadelsol/,Madrid,es
Gran Plaza 2,https://www.apple.com/es/retail/granplaza2/,Majadahonda,es
La Cañada,https://www.apple.com/es/retail/lacanada/,Marbella,es
Calle Colón,https://www.apple.com/es/retail/callecolon/,Valencia,es
Puerto Venecia,https://www.apple.com/es/retail/puertovenecia/,Zaragoza,es
Causeway Bay,https://www.apple.com/hk/en/retail/causewaybay/,Causeway Bay,hk
ifc mall,https://www.apple.com/hk/en/retail/ifcmall/,Central,hk
Festival Walk,https://www.apple.com/hk/en/retail/festivalwalk/,Kowloon Tong,hk
apm Hong Kong,https://www.apple.com/hk/en/retail/apmhongkong/,Kwun Tong,hk
New Town Plaza,https://www.apple.com/hk/en/retail/newtownplaza/,Sha Tin,hk
Canton Road,https://www.apple.com/hk/en/retail/cantonroad/,Tsim Sha Tsui,hk
Väla Centrum,https://www.apple.com/se/retail/valacentrum/,Helsingborg,se
Emporia,https://www.apple.com/se/retail/emporia/,Malmö,se
Täby Centrum,https://www.apple.com/se/retail/tabycentrum/,Täby,se
VillageMall,https://www.apple.com/br/retail/villagemall/,Barra da Tijuca,br
Morumbi,https://www.apple.com/br/retail/morumbi/,São Paulo,br
Zorlu Center,https://www.apple.com/tr/retail/zorlucenter/,Beşiktaş İstanbul,tr
Akasya,https://www.apple.com/tr/retail/akasya/,Üsküdar İstanbul,tr
Brussels,https://www.apple.com/befr/retail/brussels/,Apple Store,be
Yas Mall,https://www.apple.com/ae/retail/yasmall/,Abu Dhabi,ae
Dubai Mall,https://www.apple.com/ae/retail/dubaimall/,Dubai,ae
Mall of the Emirates,https://www.apple.com/ae/retail/malloftheemirates/,Dubai,ae
Cotai Central,https://www.apple.com/mo-en/retail/cotaicentral/,Macao,mo
Galaxy Macau,https://www.apple.com/mo-en/retail/galaxymacau/,Macao,mo
Vía Santa Fe,https://www.apple.com/mx/retail/viasantafe/,Cuajimalpa de Morelos,mx
Antara,https://www.apple.com/mx/retail/antara/,Mexico City,mx
Jewel Changi Airport,https://www.apple.com/sg/retail/jewelchangiairport/,Singapore,sg
Orchard Road,https://www.apple.com/sg/retail/orchardroad/,Singapore,sg
Taipei 101,https://www.apple.com/tw/retail/taipei101/,Taipei,tw
Xinyi A13,https://www.apple.com/tw/retail/xinyia13/,Taipei,tw
Iconsiam,https://www.apple.com/th-en/retail/iconsiam/,Bangkok,th
Garosugil,https://www.apple.com/kr/retail/garosugil/,Seoul,kr
